num_qubits,quanvolutional,time
22,15,0.07697582244873047
22,16,0.07474067211151122
22,17,0.0707179069519043
22,18,0.07204601764678956
22,19,0.07893862724304199
23,1,0.08172028064727783
23,2,0.1173919677734375
23,3,0.11886537075042725
23,4,0.11907711029052734
23,5,1.0848987102508545
23,6,2.0943544626235964
23,7,0.13242409229278565
23,8,0.12540695667266846
23,9,0.11522176265716552
23,10,0.11963396072387696
23,11,0.12330098152160644
23,12,0.12358500957489013
23,13,0.13329620361328126
23,14,0.13636634349822999
23,15,0.13379995822906493
23,16,0.12255959510803223
23,17,0.12057831287384033
23,18,0.12303369045257569
23,19,0.12288663387298585
24,1,0.1502004623413086
24,2,0.2317310094833374
24,3,0.2266686201095581
24,4,0.22591757774353027
24,5,2.1513945341110228
24,6,4.443959069252014
24,7,0.23123538494110107
24,8,0.23598506450653076
24,9,0.2196584939956665
24,10,0.22569785118103028
24,11,0.2305366277694702
24,12,0.2305408239364624
24,13,0.25601699352264407
24,14,0.2579245328903198
24,15,0.25633602142333983
24,16,0.2264110565185547
24,17,0.2329359769821167
24,18,0.23260283470153809
24,19,0.23391993045806886
25,1,0.3021803855895996
25,2,0.45413599014282224
25,3,0.45413861274719236
25,4,0.4551673650741577
25,5,4.59158570766449
25,6,9.741072535514832
25,7,0.4623463869094849
25,8,0.46132071018218995
25,9,0.43832552433013916
25,10,0.4534016132354736
25,11,0.460366415977478
25,12,0.46076669692993166
25,13,0.507889986038208
25,14,0.5163747072219849
25,15,0.5050561428070068
25,16,0.4569487333297729
25,17,0.4591948986053467
25,18,0.47218239307403564
25,19,0.4786763429641724
26,1,0.5920433759689331
26,2,0.9293731689453125
26,3,0.9300273180007934
26,4,0.9315190076828003
26,5,9.924435591697693
26,6,20.808221054077148
26,7,0.9359381914138794
26,8,0.9401121139526367
26,9,0.9029006242752076
26,10,0.9180216789245605
26,11,0.9373468637466431
26,12,0.9361998558044433
26,13,1.0482445240020752
26,14,1.0519612073898315
26,15,1.0428020715713502
26,16,0.9318412780761719
26,17,0.9295757055282593
26,18,0.9649752378463745
26,19,0.9543937683105469
27,1,1.2286057472229004
27,2,1.8956780910491944
27,3,1.8961603403091432
27,4,1.8978126049041748
27,5,20.963728809356688
27,6,45.70626618862152
27,7,1.9158369541168212
27,8,1.9189096927642821
27,9,1.8326712369918823
27,10,1.8939871549606324
27,11,1.921675205230713
27,12,1.917001438140869
27,13,2.1241517066955566
27,14,2.124566841125488
27,15,2.1118828535079954
27,16,1.9132796764373778
27,17,1.919044589996338
27,18,1.9822448253631593
27,19,1.9794544935226441
28,1,2.464756417274475
28,2,3.926839566230774
28,3,3.9293609142303465
28,4,3.9254242897033693
28,5,45.46040329933167
28,6,97.35664703845978
28,7,3.937446141242981
28,8,3.946802353858948
28,9,3.810889554023743
28,10,3.9027718544006347
28,11,3.941189479827881
28,12,3.9345157146453857
28,13,4.399120450019836
28,14,4.400600910186768
28,15,4.371385526657105
28,16,3.940638875961304
28,17,3.943256378173828
28,18,4.052606177330017
28,19,4.344906115531922
29,1,5.1536771059036255
29,2,8.081015014648438
29,3,8.080392503738404
29,4,8.1012526512146
29,5,94.81720073223114
29,6,211.67772471904755
29,7,8.149485039711
29,8,8.159146857261657
29,9,7.828865194320679
29,10,8.080266499519348
29,11,8.15642499923706
29,12,8.15780005455017
29,13,8.986263227462768
29,14,8.997883868217468
29,15,8.964797258377075
29,16,8.149314284324646
29,17,8.165854811668396
29,18,8.391455888748169
29,19,8.408815574645995
