num_qubits,quanvolutional,time
3,1,0.005448246002197265
3,2,0.007201790809631348
3,3,0.011884593963623047
3,4,0.011714410781860352
3,5,0.02885899543762207
3,6,0.02266848087310791
3,7,0.012482905387878418
3,8,0.013612008094787598
3,9,0.008576703071594239
3,10,0.009465241432189941
3,11,0.006742739677429199
3,12,0.008349919319152832
3,13,0.01940457820892334
3,14,0.022370505332946777
3,15,0.008069634437561035
3,16,0.012745332717895509
3,17,0.01282329559326172
3,18,0.014903497695922852
3,19,0.01597597599029541
4,1,0.006837821006774903
4,2,0.0075910091400146484
4,3,0.014147257804870606
4,4,0.015194892883300781
4,5,0.041302061080932616
4,6,0.03493950366973877
4,7,0.015397977828979493
4,8,0.016748046875
4,9,0.008648109436035157
4,10,0.010959482192993164
4,11,0.010898637771606445
4,12,0.012463831901550293
4,13,0.02386608123779297
4,14,0.026764559745788574
4,15,0.00920119285583496
4,16,0.014008498191833496
4,17,0.015511894226074218
4,18,0.018542385101318358
4,19,0.019458866119384764
5,1,0.011936020851135255
5,2,0.008589553833007812
5,3,0.017016124725341798
5,4,0.016901850700378418
5,5,0.06767194271087647
5,6,0.05236132144927978
5,7,0.020013713836669923
5,8,0.021414780616760255
5,9,0.009758353233337402
5,10,0.01240537166595459
5,11,0.011501526832580567
5,12,0.013402605056762695
5,13,0.02473134994506836
5,14,0.027489399909973143
5,15,0.010565638542175293
5,16,0.017641353607177734
5,17,0.019144177436828613
5,18,0.021906352043151854
5,19,0.023081421852111816
6,1,0.006751346588134766
6,2,0.009443283081054688
6,3,0.019437789916992188
6,4,0.019501280784606934
6,5,0.10947120189666748
6,6,0.07210769653320312
6,7,0.021725034713745116
6,8,0.02369358539581299
6,9,0.010729217529296875
6,10,0.014008283615112305
6,11,0.012541103363037109
6,12,0.01727726459503174
6,13,0.02839648723602295
6,14,0.03047351837158203
6,15,0.012343931198120116
6,16,0.019952154159545897
6,17,0.021860456466674803
6,18,0.025792932510375975
6,19,0.02697596549987793
7,1,0.007187652587890625
7,2,0.011454153060913085
7,3,0.022103500366210938
7,4,0.023260092735290526
7,5,0.15180463790893556
7,6,0.09807002544403076
7,7,0.026639914512634276
7,8,0.028336358070373536
7,9,0.01180715560913086
7,10,0.01548771858215332
7,11,0.01438002586364746
7,12,0.018188786506652833
7,13,0.03071582317352295
7,14,0.034831881523132324
7,15,0.012247562408447266
7,16,0.030946183204650878
7,17,0.0259124755859375
7,18,0.029492449760437012
7,19,0.030911803245544434
8,1,0.007544469833374023
8,2,0.011168646812438964
8,3,0.025867104530334473
8,4,0.024758529663085938
8,5,0.2033236503601074
8,6,0.12692952156066895
8,7,0.02874126434326172
8,8,0.030370235443115234
8,9,0.013807439804077148
8,10,0.018052387237548827
8,11,0.016612315177917482
8,12,0.02840733528137207
8,13,0.03268232345581055
8,14,0.03614504337310791
8,15,0.013286399841308593
8,16,0.02594945430755615
8,17,0.02824246883392334
8,18,0.03274130821228027
8,19,0.03440637588500976
9,1,0.007965588569641113
9,2,0.012047505378723145
9,3,0.028455162048339845
9,4,0.027487969398498534
9,5,0.2650221109390259
9,6,0.1659921169281006
9,7,0.03151705265045166
9,8,0.03388686180114746
9,9,0.01370546817779541
9,10,0.01844809055328369
9,11,0.016689777374267578
9,12,0.029608440399169923
9,13,0.03541445732116699
9,14,0.03913435935974121
9,15,0.014251160621643066
9,16,0.02991642951965332
9,17,0.032196640968322754
9,18,0.03637971878051758
9,19,0.038094401359558105
10,1,0.008458948135375977
10,2,0.01389615535736084
10,3,0.030222558975219728
10,4,0.030229616165161132
10,5,0.3427098035812378
10,6,0.2062145233154297
10,7,0.03394796848297119
10,8,0.03882133960723877
10,9,0.014863109588623047
10,10,0.020166850090026854
10,11,0.019194626808166505
10,12,0.02737579345703125
10,13,0.03790264129638672
10,14,0.04195172786712646
10,15,0.015378165245056152
10,16,0.03302333354949951
10,17,0.042879581451416016
10,18,0.04052257537841797
10,19,0.04217355251312256
11,1,0.00902714729309082
11,2,0.014043760299682618
11,3,0.03340258598327637
11,4,0.03416621685028076
11,5,0.42532107830047605
11,6,0.25285422801971436
11,7,0.038288450241088866
11,8,0.041469907760620116
11,9,0.015949296951293945
11,10,0.02181241512298584
11,11,0.027363920211791994
11,12,0.02864997386932373
11,13,0.040920257568359375
11,14,0.04518711566925049
11,15,0.01746711730957031
11,16,0.035912585258483884
11,17,0.03879899978637695
11,18,0.04499378204345703
11,19,0.05442361831665039
12,1,0.009721970558166504
12,2,0.015213108062744141
12,3,0.03673686981201172
12,4,0.0377269983291626
12,5,0.5209715366363525
12,6,0.31366567611694335
12,7,0.041190695762634275
12,8,0.04569063186645508
12,9,0.01824021339416504
12,10,0.02400374412536621
12,11,0.02298398017883301
12,12,0.032982468605041504
12,13,0.04435727596282959
12,14,0.04910521507263184
12,15,0.017757892608642578
12,16,0.0384598970413208
12,17,0.042252087593078615
12,18,0.05674588680267334
12,19,0.05078246593475342
13,1,0.010542559623718261
13,2,0.01757359504699707
13,3,0.04090938568115234
13,4,0.040955758094787596
13,5,0.64032883644104
13,6,0.38340895175933837
13,7,0.04674344062805176
13,8,0.050648856163024905
13,9,0.0201812744140625
13,10,0.027435040473937987
13,11,0.02485179901123047
13,12,0.03499691486358643
13,13,0.04848835468292236
13,14,0.06269867420196533
13,15,0.020757389068603516
13,16,0.04480297565460205
13,17,0.047734427452087405
13,18,0.05371725559234619
13,19,0.05550694465637207
14,1,0.012242984771728516
14,2,0.0418431282043457
14,3,0.0832181692123413
14,4,0.08275468349456787
14,5,0.902971601486206
14,6,0.5961781978607178
14,7,0.09876461029052734
14,8,0.09933032989501953
14,9,0.03878319263458252
14,10,0.05534837245941162
14,11,0.05430779457092285
14,12,0.07424767017364502
14,13,0.09765033721923828
14,14,0.10875964164733887
14,15,0.04009072780609131
14,16,0.09183664321899414
14,17,0.09504232406616211
14,18,0.09609103202819824
14,19,0.10083613395690919
15,1,0.02633695602416992
15,2,0.05141770839691162
15,3,0.10235211849212647
15,4,0.10295655727386474
15,5,1.1734605073928832
15,6,0.8039327621459961
15,7,0.11979005336761475
15,8,0.1224517583847046
15,9,0.04548029899597168
15,10,0.06684563159942628
15,11,0.06473753452301026
15,12,0.08567631244659424
15,13,0.11523699760437012
15,14,0.13204476833343506
15,15,0.0478740930557251
15,16,0.10877149105072022
15,17,0.11610746383666992
15,18,0.11232728958129883
15,19,0.13394539356231688
16,1,0.03558404445648193
16,2,0.055057859420776366
16,3,0.13179712295532225
16,4,0.13213984966278075
16,5,1.5736977338790894
16,6,1.1589563131332397
16,7,0.1427922010421753
16,8,0.15571153163909912
16,9,0.059139132499694824
16,10,0.08880274295806885
16,11,0.08746309280395508
16,12,0.11302471160888672
16,13,0.14579994678497316
16,14,0.17770254611968994
16,15,0.06224045753479004
16,16,0.124538254737854
16,17,0.14291934967041015
16,18,0.13467271327972413
16,19,0.1633920192718506
17,1,0.07620742321014404
17,2,0.11896944046020508
17,3,0.27930967807769774
17,4,0.27911880016326907
17,5,3.1533776998519896
17,6,2.6687940120697022
17,7,0.2833341360092163
17,8,0.3167564392089844
17,9,0.12176046371459961
17,10,0.1960061311721802
17,11,0.18556504249572753
17,12,0.2322134017944336
